id,name,wear,rarity,price,steam_price,sell_num,buy_num,rate_7,rate_30,inventory
8720,熊刀（★） | 北方森林 (破损不堪),破损不堪,隐秘,400.0,614.33,10,4,,-6.98,503
8721,熊刀（★） | 表面淬火 (破损不堪),破损不堪,隐秘,829.5,1176.18,45,4,+7.80,+1.28,1384
8722,熊刀（★） | 夜色 (久经沙场),久经沙场,隐秘,477.9,764.4,57,7,-4.13,-4.13,3765
8723,熊刀（★） | 狩猎网格 (略有磨损),略有磨损,隐秘,398.91,627.74,37,3,-3.88,-7.12,1016
8724,折刀（★） | 森林 DDPAT (略有磨损),略有磨损,隐秘,310.0,468.0,16,7,-10.92,-5.92,888
8725,折刀（★） | 人工染色 (略有磨损),略有磨损,隐秘,340.0,511.9,15,5,-1.45,-2.30,1221
8726,折刀（★ StatTrak™） | 渐变之色 (崭新出厂),崭新出厂,隐秘,999.9,1594.18,22,2,,-9.10,518
8727,锯齿爪刀（★ StatTrak™） | 表面淬火 (略有磨损),略有磨损,隐秘,4600.0,8260.96,12,2,,+9.54,138
8728,熊刀（★ StatTrak™）,,隐秘,699.5,948.77,102,7,-1.48,-7.35,1674
8729,锯齿爪刀（★） | 蓝钢 (略有磨损),略有磨损,隐秘,2950.0,4756.58,15,6,+6.50,+2.43,1429
8730,驾驶手套（★） | 超越 (崭新出厂),崭新出厂,非凡,2500.0,6351.49,14,16,,-13.46,222
8731,折刀（★） | 蓝钢 (崭新出厂),崭新出厂,隐秘,888.0,1078.35,1,1,+16.84,+2.07,138
8732,折刀（★） | 森林 DDPAT (战痕累累),战痕累累,隐秘,289.0,405.0,14,5,-13.89,-14.65,760
8733,短剑（★ StatTrak™）,,隐秘,1360.0,2000.17,72,11,+2.49,-5.52,1645
8734,锯齿爪刀（★ StatTrak™） | 蓝钢 (破损不堪),破损不堪,隐秘,2685.0,4777.59,5,3,,-2.36,137
8735,锯齿爪刀（★ StatTrak™） | 森林 DDPAT (略有磨损),略有磨损,隐秘,1699.5,3139.54,5,3,-5.56,-9.07,91
8736,锯齿爪刀（★ StatTrak™） | 夜色 (久经沙场),久经沙场,隐秘,1780.0,2968.98,6,2,-1.08,-1.11,324
8737,锯齿爪刀（★ StatTrak™） | 都市伪装 (久经沙场),久经沙场,隐秘,1789.5,2627.0,7,5,-0.03,+5.26,358
8738,短剑（★） | 北方森林 (略有磨损),略有磨损,隐秘,859.0,1389.51,28,5,-0.92,-3.48,1053
8739,短剑（★） | 深红之网 (略有磨损),略有磨损,隐秘,2024.91,3151.51,49,8,-0.30,-3.02,1057
8740,短剑（★） | 森林 DDPAT (略有磨损),略有磨损,隐秘,878.0,1365.07,41,7,-0.23,-5.13,979
8742,短剑（★） | 狩猎网格 (战痕累累),战痕累累,隐秘,799.5,1092.09,21,6,-2.50,-6.82,879
8743,锯齿爪刀（★） | 蓝钢 (久经沙场),久经沙场,隐秘,2649.0,3685.65,26,11,+8.12,+1.92,2274
8744,锯齿爪刀（★） | 狩猎网格 (久经沙场),久经沙场,隐秘,1297.91,2006.56,52,6,-0.16,-5.09,3930
8745,熊刀（★） | 蓝钢 (略有磨损),略有磨损,隐秘,680.0,1092.75,23,6,+0.07,-12.82,1380
8746,折刀（★） | 夜色 (战痕累累),战痕累累,隐秘,342.0,463.57,8,3,-1.41,+10.32,729
8747,折刀（★） | 枯焦之色 (战痕累累),战痕累累,隐秘,388.0,421.47,7,3,,+19.39,763
8748,短剑（★ StatTrak™） | 枯焦之色 (战痕累累),战痕累累,隐秘,1400.0,0,6,1,,,72
8749,熊刀（★ StatTrak™） | 蓝钢 (久经沙场),久经沙场,隐秘,739.9,1061.99,4,2,+5.70,-16.77,188
8750,熊刀（★ StatTrak™） | 枯焦之色 (久经沙场),久经沙场,隐秘,599.99,831.13,15,2,+8.16,-7.68,327
8751,锯齿爪刀（★） | 北方森林 (破损不堪),破损不堪,隐秘,1400.0,2009.97,9,3,+5.90,-2.10,554
8752,锯齿爪刀（★） | 屠夫 (久经沙场),久经沙场,隐秘,3290.0,5924.23,16,5,-0.24,-10.06,786
8753,熊刀（★） | 深红之网 (破损不堪),破损不堪,隐秘,836.0,1477.56,16,3,+7.18,-9.52,581
8754,熊刀（★） | 森林 DDPAT (破损不堪),破损不堪,隐秘,459.0,627.96,7,6,-1.07,+6.74,498
8755,沙漠之鹰（StatTrak™） | 红色代号 (崭新出厂),崭新出厂,隐秘,1286.5,2935.16,43,6,+2.92,-11.74,954
8756,折刀（★） | 表面淬火 (战痕累累),战痕累累,隐秘,507.12,743.4,24,4,-7.37,-12.34,951
8757,折刀（★ StatTrak™） | 蓝钢 (久经沙场),久经沙场,隐秘,0,770.21,0,1,,,158
8758,折刀（★ StatTrak™） | 枯焦之色 (久经沙场),久经沙场,隐秘,479.89,580.18,7,1,,-0.02,269
8759,短剑（★ StatTrak™） | 都市伪装 (久经沙场),久经沙场,隐秘,1243.8,1754.6,14,3,-0.25,-3.58,336
8760,短剑（★） | 北方森林 (战痕累累),战痕累累,隐秘,820.0,1369.53,20,5,+0.74,-6.82,832
8761,短剑（★） | 表面淬火 (略有磨损),略有磨损,隐秘,1745.0,3058.85,100,6,,-3.00,1493
8762,短剑（★） | 人工染色 (略有磨损),略有磨损,隐秘,1230.0,1827.27,32,3,+2.50,-4.65,1471
8763,短剑（★） | 人工染色 (破损不堪),破损不堪,隐秘,1140.0,1844.43,17,5,+3.64,-6.56,1424
8764,锯齿爪刀（★） | 北方森林 (略有磨损),略有磨损,隐秘,1508.91,2612.04,21,6,-2.62,-1.12,1028
8765,锯齿爪刀（★） | 枯焦之色 (久经沙场),久经沙场,隐秘,1399.0,2148.63,48,9,+3.78,-3.52,3819
8766,锯齿爪刀（★） | 屠夫 (略有磨损),略有磨损,隐秘,3699.0,6166.0,39,5,+5.72,-3.67,3214
8767,熊刀（★） | 蓝钢 (战痕累累),战痕累累,隐秘,591.0,1040.76,29,3,-1.34,-9.83,1000
8768,熊刀（★） | 人工染色 (略有磨损),略有磨损,隐秘,600.0,1030.64,33,2,-6.83,-14.29,1479
8769,熊刀（★） | 都市伪装 (略有磨损),略有磨损,隐秘,578.99,989.65,29,3,-2.95,-13.06,1014
8770,熊刀（★ StatTrak™） | 北方森林 (久经沙场),久经沙场,隐秘,562.0,861.15,10,1,-0.27,+8.08,292
8771,折刀（★ StatTrak™） | 屠夫 (略有磨损),略有磨损,隐秘,1079.3,1296.78,6,1,-0.06,-0.06,255
8772,短剑（★ StatTrak™） | 蓝钢 (略有磨损),略有磨损,隐秘,1640.0,3414.24,8,4,-4.32,-36.90,141
8773,短剑（★ StatTrak™） | 深红之网 (久经沙场),久经沙场,隐秘,1920.0,3232.16,12,1,-1.54,+1.70,336
8774,熊刀（★ StatTrak™） | 渐变之色 (崭新出厂),崭新出厂,隐秘,1750.0,3194.3,41,6,+3.00,-2.12,525
8775,熊刀（★ StatTrak™） | 枯焦之色 (略有磨损),略有磨损,隐秘,613.12,1216.56,9,2,-8.11,-9.17,90
8776,熊刀（★ StatTrak™） | 都市伪装 (久经沙场),久经沙场,隐秘,663.5,842.6,10,4,+8.95,+3.69,308
8777,锯齿爪刀（★） | 蓝钢 (破损不堪),破损不堪,隐秘,2460.0,3720.57,19,8,+3.58,-2.77,1485
8778,熊刀（★） | 夜色 (战痕累累),战痕累累,隐秘,467.33,711.07,13,6,-8.28,-9.87,850
8779,熊刀（★） | 狩猎网格 (破损不堪),破损不堪,隐秘,412.0,575.0,9,3,-1.67,-8.39,542
8780,熊刀（★） | 屠夫 (久经沙场),久经沙场,隐秘,1168.0,1736.96,21,3,-0.17,-0.81,784
8781,锯齿爪刀（★ StatTrak™） | 人工染色 (略有磨损),略有磨损,隐秘,0,4316.87,0,1,,,150
8782,锯齿爪刀（★ StatTrak™） | 都市伪装 (战痕累累),战痕累累,隐秘,0,2373.85,0,3,,,76
8783,短剑（★） | 都市伪装 (战痕累累),战痕累累,隐秘,909.5,1523.75,16,3,-4.25,-7.19,860
8784,折刀（★） | 枯焦之色 (破损不堪),破损不堪,隐秘,390.0,461.65,4,1,-2.23,-13.33,448
8785,短剑（★ StatTrak™） | 森林 DDPAT (略有磨损),略有磨损,隐秘,960.0,1523.75,3,2,+2.13,-1.03,91
8786,锯齿爪刀（★ StatTrak™） | 屠夫 (崭新出厂),崭新出厂,隐秘,5579.0,8542.16,11,3,,+4.28,215
8787,锯齿爪刀（★ StatTrak™） | 人工染色 (久经沙场),久经沙场,隐秘,2285.0,3651.43,2,1,-2.56,+0.22,188
8788,短剑（★） | 北方森林 (久经沙场),久经沙场,隐秘,840.0,1235.58,25,7,+3.70,-4.49,3734
8789,短剑（★） | 都市伪装 (略有磨损),略有磨损,隐秘,1245.0,2184.1,18,7,+6.41,-3.86,987
8790,锯齿爪刀（★） | 狩猎网格 (破损不堪),破损不堪,隐秘,1343.0,2000.0,18,3,+3.39,-4.07,536
8791,锯齿爪刀（★） | 枯焦之色 (战痕累累),战痕累累,隐秘,1335.91,2064.25,21,5,-0.30,-7.80,836
8792,锯齿爪刀（★） | 人工染色 (崭新出厂),崭新出厂,隐秘,3000.0,3810.83,7,3,+11.11,+3.47,153
8793,折刀（★） | 森林 DDPAT (破损不堪),破损不堪,隐秘,295.0,415.98,4,4,-0.84,-15.23,491
8794,折刀（★ StatTrak™） | 森林 DDPAT (久经沙场),久经沙场,隐秘,409.5,536.47,7,3,-2.38,-2.38,268
8795,短剑（★ StatTrak™） | 蓝钢 (战痕累累),战痕累累,隐秘,1593.6,2152.01,5,3,,-0.03,100
8796,熊刀（★ StatTrak™） | 夜色 (久经沙场),久经沙场,隐秘,618.0,786.02,7,3,-0.21,-7.19,319
8797,熊刀（★ StatTrak™） | 人工染色 (战痕累累),战痕累累,隐秘,930.0,2308.69,1,2,,,89
8798,熊刀（★） | 蓝钢 (崭新出厂),崭新出厂,隐秘,1499.0,1984.8,10,3,+16.38,+16.38,144
8799,短剑（★） | 表面淬火 (战痕累累),战痕累累,隐秘,1341.0,2177.19,28,4,-0.30,-10.60,947
8800,锯齿爪刀（★） | 表面淬火 (崭新出厂),崭新出厂,隐秘,6111.0,0,24,1,+0.11,-5.90,128
8801,熊刀（★） | 屠夫 (崭新出厂),崭新出厂,隐秘,1174.91,1734.73,58,8,+2.30,-7.49,2436
8802,折刀（★） | 蓝钢 (破损不堪),破损不堪,隐秘,354.2,516.13,7,6,-1.58,-11.22,1195
8803,折刀（★） | 深红之网 (战痕累累),战痕累累,隐秘,478.8,621.27,5,4,-0.25,-38.38,757
8804,折刀（★ StatTrak™） | 狩猎网格 (久经沙场),久经沙场,隐秘,450.0,508.03,4,3,,,300
8805,短剑（★ StatTrak™） | 夜色 (破损不堪),破损不堪,隐秘,1188.0,0,1,1,,-14.41,49
8806,锯齿爪刀（★ StatTrak™） | 蓝钢 (久经沙场),久经沙场,隐秘,3100.0,5047.81,3,4,,,193
8807,锯齿爪刀（★ StatTrak™） | 渐变之色 (崭新出厂),崭新出厂,隐秘,5499.5,8733.18,40,4,+8.56,-15.38,558
8808,熊刀（★ StatTrak™） | 蓝钢 (略有磨损),略有磨损,隐秘,1150.0,1210.67,10,2,+3.51,-3.20,120
8809,短剑（★） | 蓝钢 (略有磨损),略有磨损,隐秘,1577.5,2381.88,31,5,+10.31,-0.79,1428
8810,短剑（★） | 狩猎网格 (崭新出厂),崭新出厂,隐秘,2500.0,0,1,1,,,33
8811,折刀（★） | 人工染色 (崭新出厂),崭新出厂,隐秘,690.0,913.01,8,2,,-1.29,131
8812,折刀（★） | 人工染色 (战痕累累),战痕累累,隐秘,318.9,470.12,4,3,-20.27,-44.88,831
8813,短剑（★ StatTrak™） | 表面淬火 (略有磨损),略有磨损,隐秘,2200.0,3430.14,10,2,,,144
8814,短剑（★） | 夜色 (略有磨损),略有磨损,隐秘,1023.5,1635.02,37,4,-1.59,-13.06,999
8815,锯齿爪刀（★） | 森林 DDPAT (破损不堪),破损不堪,隐秘,1300.0,2088.49,10,4,-2.98,-10.22,542
8816,锯齿爪刀（★） | 夜色 (略有磨损),略有磨损,隐秘,1792.0,2811.18,26,6,+4.19,-5.63,996
8818,短剑（★ StatTrak™） | 夜色 (久经沙场),久经沙场,隐秘,1108.8,1569.82,8,4,-7.53,-4.91,329
8819,短剑（★） | 夜色 (战痕累累),战痕累累,隐秘,880.0,1398.29,18,2,-0.90,-13.64,842
8820,短剑（★） | 枯焦之色 (破损不堪),破损不堪,隐秘,855.91,1468.78,11,4,-1.22,-14.41,506
8821,折刀（★） | 人工染色 (破损不堪),破损不堪,隐秘,359.2,456.5,14,6,-1.86,+5.72,1227
8822,折刀（★） | 表面淬火 (崭新出厂),崭新出厂,隐秘,1000.0,1579.98,14,2,,-15.61,155
8823,折刀（★ StatTrak™） | 枯焦之色 (破损不堪),破损不堪,隐秘,0,646.24,0,5,,,39
8824,锯齿爪刀（★ StatTrak™） | 表面淬火 (战痕累累),战痕累累,隐秘,3725.0,0,8,1,,-1.97,92
8825,锯齿爪刀（★ StatTrak™） | 深红之网 (久经沙场),久经沙场,隐秘,3259.9,4564.72,8,4,-5.78,-25.91,328
8826,锯齿爪刀（★ StatTrak™） | 森林 DDPAT (久经沙场),久经沙场,隐秘,1479.5,2324.8,11,4,,-3.93,356
8827,折刀（★ StatTrak™） | 表面淬火 (久经沙场),久经沙场,隐秘,870.0,1229.44,5,2,-6.45,-13.00,167
8828,锯齿爪刀（★ StatTrak™） | 表面淬火 (久经沙场),久经沙场,隐秘,4100.0,7371.16,16,2,,-2.36,169
8829,折刀（★） | 北方森林 (战痕累累),战痕累累,隐秘,498.0,424.81,2,4,+55.62,+25.13,694
8830,熊刀（★ StatTrak™） | 人工染色 (略有磨损),略有磨损,隐秘,800.0,1419.99,6,2,-3.03,-3.03,122
8831,短剑（★） | 森林 DDPAT (战痕累累),战痕累累,隐秘,811.0,1205.17,22,5,+0.30,-4.53,861
8832,锯齿爪刀（★） | 枯焦之色 (崭新出厂),崭新出厂,隐秘,2499.5,5651.16,4,1,-10.70,-6.74,43
8833,熊刀（★） | 深红之网 (战痕累累),战痕累累,隐秘,769.5,1228.57,24,3,-0.06,-3.51,859
8834,折刀（★ StatTrak™） | 表面淬火 (略有磨损),略有磨损,隐秘,999.0,1262.72,8,2,,+0.10,123
8835,折刀（★ StatTrak™） | 夜色 (久经沙场),久经沙场,隐秘,590.0,554.09,6,4,,+0.20,319
8836,短剑（★ StatTrak™） | 表面淬火 (战痕累累),战痕累累,隐秘,2298.9,3139.82,2,2,,,84
8837,熊刀（★） | 枯焦之色 (破损不堪),破损不堪,隐秘,430.0,729.56,14,3,+0.23,-10.42,556
8838,短剑（★） | 人工染色 (崭新出厂),崭新出厂,隐秘,1600.0,2655.0,9,4,+5.33,+3.23,145
8839,熊刀（★ StatTrak™） | 都市伪装 (战痕累累),战痕累累,隐秘,776.9,819.1,1,2,-12.50,,93
8840,短剑（★） | 表面淬火 (崭新出厂),崭新出厂,隐秘,3388.0,5460.12,23,4,-0.35,,137
8841,熊刀（★） | 狩猎网格 (战痕累累),战痕累累,隐秘,390.0,554.09,13,7,,-4.29,792
8842,锯齿爪刀（★ StatTrak™） | 深红之网 (破损不堪),破损不堪,隐秘,2700.0,0,2,1,,,48
8843,短剑（★ StatTrak™） | 屠夫 (略有磨损),略有磨损,隐秘,2700.0,6003.15,11,4,-6.25,-9.86,261
8844,锯齿爪刀（★ StatTrak™） | 北方森林 (久经沙场),久经沙场,隐秘,1509.5,2302.54,4,5,,-3.43,367
8845,锯齿爪刀（★ StatTrak™） | 屠夫 (略有磨损),略有磨损,隐秘,4000.0,6478.09,5,2,-11.11,-19.82,269
8846,熊刀（★ StatTrak™） | 深红之网 (破损不堪),破损不堪,隐秘,2300.0,1615.52,2,1,,,39
8847,锯齿爪刀（★ StatTrak™） | 狩猎网格 (战痕累累),战痕累累,隐秘,1899.5,2170.17,3,2,,-2.54,67
8848,熊刀（★ StatTrak™） | 狩猎网格 (战痕累累),战痕累累,隐秘,789.2,745.63,4,2,+0.16,-0.10,84
8849,折刀（★ StatTrak™） | 人工染色 (略有磨损),略有磨损,隐秘,533.02,805.37,6,2,,-10.34,136
8850,短剑（★ StatTrak™） | 夜色 (战痕累累),战痕累累,隐秘,1388.0,1682.76,3,4,,-12.59,72
8851,锯齿爪刀（★ StatTrak™） | 人工染色 (破损不堪),破损不堪,隐秘,2200.0,3011.47,2,3,-8.33,-8.33,123
8852,熊刀（★ StatTrak™） | 表面淬火 (战痕累累),战痕累累,隐秘,1850.0,2099.94,4,2,,+48.00,77
8853,短剑（★） | 深红之网 (破损不堪),破损不堪,隐秘,1540.0,2317.9,9,6,+8.45,+2.67,565
8854,短剑（★） | 狩猎网格 (破损不堪),破损不堪,隐秘,879.0,1237.46,17,5,+8.52,+1.44,564
8855,锯齿爪刀（★） | 蓝钢 (崭新出厂),崭新出厂,隐秘,4200.0,8190.19,5,4,,+0.01,132
8856,折刀（★ StatTrak™） | 森林 DDPAT (战痕累累),战痕累累,隐秘,668.0,722.56,1,1,,,49
8857,短剑（★ StatTrak™） | 深红之网 (破损不堪),破损不堪,隐秘,2600.0,4248.82,1,1,,,54
8858,短剑（★） | 深红之网 (战痕累累),战痕累累,隐秘,1339.8,2103.95,14,5,-0.48,-4.74,873
8859,锯齿爪刀（★） | 表面淬火 (略有磨损),略有磨损,隐秘,2949.0,4894.44,146,4,-3.30,-8.41,1457
8860,折刀（★ StatTrak™） | 北方森林 (略有磨损),略有磨损,隐秘,660.0,583.64,2,1,,,70
8861,锯齿爪刀（★ StatTrak™） | 狩猎网格 (久经沙场),久经沙场,隐秘,1331.91,2428.08,12,1,-2.75,-6.53,365
8862,熊刀（★ StatTrak™） | 夜色 (略有磨损),略有磨损,隐秘,759.9,1050.08,9,3,+2.81,-7.55,84
8863,锯齿爪刀（★） | 森林 DDPAT (战痕累累),战痕累累,隐秘,1300.0,2032.46,12,4,-2.62,-4.76,851
8864,印花 | Gambit Esports | 2018年伦敦锦标赛,,高级,6.76,8.48,79,107,+0.15,-0.44,
8865,印花 | Ninjas in Pyjamas | 2018年伦敦锦标赛,,高级,9.45,18.9,34,112,+2.50,-24.28,
8866,印花 | HellRaisers | 2018年伦敦锦标赛,,高级,23.9,34.0,25,13,+13.81,+6.70,
8867,印花 | Virtus.Pro | 2018年伦敦锦标赛,,高级,14.9,28.21,31,106,-1.32,-1.32,
8868,印花 | Ninjas in Pyjamas（全息）| 2018年伦敦锦标赛,,卓越,44.93,65.52,38,50,-0.71,-6.59,
8869,印花 | Calyx | 2018年伦敦锦标赛,,高级,4.48,6.48,44,9,-0.66,-6.28,
8870,印花 | TACO（金色）| 2018年伦敦锦标赛,,非凡,1800.0,0,1,10,,,
8871,印花 | Nifty | 2018年伦敦锦标赛,,高级,16.4,33.9,43,19,+3.80,-2.96,
8872,印花 | North | 2018年伦敦锦标赛,,高级,6.94,11.76,156,22,-9.03,-13.12,
8873,印花 | Astralis | 2018年伦敦锦标赛,,高级,7.97,9.98,66,4,+8.29,+11.31,
8874,印花 | Team Liquid | 2018年伦敦锦标赛,,高级,4.17,6.67,192,11,+1.21,+6.92,
8875,印花 | Space Soldiers | 2018年伦敦锦标赛,,高级,11.99,26.93,29,125,-6.47,-52.04,
8876,印花 | Tyloo | 2018年伦敦锦标赛,,高级,6.0,8.08,225,34,+20.24,-4.91,
8877,印花 | Tyloo（全息）| 2018年伦敦锦标赛,,卓越,70.41,112.02,71,58,+5.11,-7.11,
8878,印花 | Team Spirit | 2018年伦敦锦标赛,,高级,22.8,33.0,25,12,+1.06,+14.00,
8879,印花 | BIG | 2018年伦敦锦标赛,,高级,6.05,7.4,34,24,+8.62,-9.84,
8880,印花 | Rogue | 2018年伦敦锦标赛,,高级,9.48,15.25,64,83,-1.04,-3.76,
8881,印花 | captainMo | 2018年伦敦锦标赛,,高级,14.57,20.24,61,21,+6.43,+0.48,
8882,印花 | xccurate | 2018年伦敦锦标赛,,高级,6.83,8.09,44,11,+40.83,+37.98,
8883,印花 | somebody（闪亮）| 2018年伦敦锦标赛,,卓越,68.99,138.0,43,11,-12.54,-17.75,
8884,印花 | somebody | 2018年伦敦锦标赛,,高级,6.59,12.32,54,10,,-3.94,
8885,印花 | DD | 2018年伦敦锦标赛,,高级,10.79,13.91,66,53,+79.83,+8.77,
8886,印花 | Hiko | 2018年伦敦锦标赛,,高级,4.33,10.14,40,26,+0.23,+7.44,
8887,印花 | FaZe Clan | 2018年伦敦锦标赛,,高级,16.0,23.92,33,12,-15.70,-15.79,
8888,印花 | MIBR | 2018年伦敦锦标赛,,高级,4.0,6.48,43,13,+26.98,-19.19,
8889,印花 | OpTic Gaming | 2018年伦敦锦标赛,,高级,43.29,103.27,22,38,+1.38,-0.48,
8890,印花 | G2 Esports | 2018年伦敦锦标赛,,高级,9.11,15.47,33,219,+0.44,-6.85,
8891,印花 | Natus Vincere | 2018年伦敦锦标赛,,高级,7.99,14.52,138,30,-8.58,-12.00,
8892,印花 | Renegades | 2018年伦敦锦标赛,,高级,4.12,7.4,84,15,-0.72,-1.91,
8893,印花 | mousesports | 2018年伦敦锦标赛,,高级,19.6,34.61,45,4,-1.95,+5.32,
8894,印花 | FACEIT | 2018年伦敦锦标赛,,高级,14.78,24.09,41,12,-1.47,-12.02,
8895,印花 | Vega Squadron | 2018年伦敦锦标赛,,高级,9.89,16.44,52,11,-8.93,-10.09,
8896,印花 | compLexity Gaming | 2018年伦敦锦标赛,,高级,30.81,37.98,31,9,+0.29,-12.22,
8897,印花 | Winstrike Team | 2018年伦敦锦标赛,,高级,6.87,9.9,53,21,-1.44,+4.25,
8898,印花 | Fnatic | 2018年伦敦锦标赛,,高级,10.2,18.7,26,29,+2.93,+2.93,
8899,印花 | Cloud9 | 2018年伦敦锦标赛,,高级,10.6,20.67,77,84,-4.33,-7.83,
8900,印花 | bondik | 2018年伦敦锦标赛,,高级,37.9,52.56,89,19,+2.43,-17.79,
8901,印花 | mousesports（全息）| 2018年伦敦锦标赛,,卓越,139.0,250.53,21,25,,-13.66,
8902,印花 | Winstrike Team（全息）| 2018年伦敦锦标赛,,卓越,27.8,63.45,26,54,-0.36,-28.35,
8903,印花 | BnTeT | 2018年伦敦锦标赛,,高级,3.47,6.23,64,45,+9.12,+1.46,
8904,印花 | ANDROID | 2018年伦敦锦标赛,,高级,3.77,6.12,84,47,,+57.74,
8905,印花 | stanislaw | 2018年伦敦锦标赛,,高级,2.9,6.35,53,117,-1.36,-1.36,
8906,印花 | Rogue（闪亮）| 2018年伦敦锦标赛,,奇异,169.45,180.28,12,3,,-0.88,
8907,印花 | Winstrike Team（闪亮）| 2018年伦敦锦标赛,,奇异,118.5,110.58,15,2,-0.42,-0.42,
8908,印花 | KRIMZ | 2018年伦敦锦标赛,,高级,4.27,9.03,43,26,+7.29,+106.28,
8909,印花 | FACEIT（全息）| 2018年伦敦锦标赛,,卓越,34.05,69.19,31,36,-1.82,-14.88,
8910,印花 | pashaBiceps | 2018年伦敦锦标赛,,高级,59.9,88.4,4,35,-0.17,-0.17,
8911,印花 | FaZe Clan（全息）| 2018年伦敦锦标赛,,卓越,94.7,122.25,29,27,+1.83,,
8912,印花 | waterfaLLZ | 2018年伦敦锦标赛,,高级,3.47,9.34,55,25,-6.47,+39.92,
8913,印花 | draken | 2018年伦敦锦标赛,,高级,4.37,6.52,63,17,-1.13,-4.17,
8914,印花 | compLexity Gaming（闪亮）| 2018年伦敦锦标赛,,奇异,339.5,400.62,15,19,-0.15,-0.15,
8915,印花 | SmithZz | 2018年伦敦锦标赛,,高级,3.6,7.93,56,17,-1.64,-6.00,
8916,印花 | XANTARES | 2018年伦敦锦标赛,,高级,20.9,33.13,17,55,-0.48,-0.48,
8917,印花 | compLexity Gaming（全息）| 2018年伦敦锦标赛,,卓越,59.8,94.93,66,46,+3.28,+0.67,
8918,印花 | device | 2018年伦敦锦标赛,,高级,30.0,52.68,34,33,-0.66,-7.78,
8919,印花 | flamie | 2018年伦敦锦标赛,,高级,3.86,9.02,53,28,-0.52,+55.65,
8920,印花 | North（全息）| 2018年伦敦锦标赛,,卓越,289.47,419.65,21,22,-0.18,-8.97,
8921,印花 | Skadoodle | 2018年伦敦锦标赛,,高级,12.3,26.69,22,60,-2.38,-24.17,
8922,印花 | HellRaisers（全息）| 2018年伦敦锦标赛,,卓越,168.5,197.94,20,17,+29.62,-0.88,
